,Datetime,Frequency,db
5673,2024-08-01 11:16:19.279483,99176470.64,-74.43
5724,2024-08-01 11:16:19.279483,99176470.64,-72.28
5775,2024-08-01 11:16:19.279483,99176470.64,-72.81
5826,2024-08-01 11:16:19.279483,99176470.64,-74.36
5877,2024-08-01 11:16:19.279483,99176470.64,-76.53
5521,2024-08-01 11:16:19.279483,99274509.86,-74.19
5572,2024-08-01 11:16:19.279483,99274509.86,-72.44
5623,2024-08-01 11:16:19.279483,99274509.86,-87.7
5674,2024-08-01 11:16:19.279483,99274509.86,-73.16
5725,2024-08-01 11:16:19.279483,99274509.86,-77.87
5776,2024-08-01 11:16:19.279483,99274509.86,-80.9
5827,2024-08-01 11:16:19.279483,99274509.86,-85.23
5878,2024-08-01 11:16:19.279483,99274509.86,-77.3
5522,2024-08-01 11:16:19.279483,99372549.08,-85.36
5573,2024-08-01 11:16:19.279483,99372549.08,-79.05
5624,2024-08-01 11:16:19.279483,99372549.08,-86.77
5675,2024-08-01 11:16:19.279483,99372549.08,-72.8
5726,2024-08-01 11:16:19.279483,99372549.08,-75.24
5777,2024-08-01 11:16:19.279483,99372549.08,-70.73
5828,2024-08-01 11:16:19.279483,99372549.08,-75.35
5879,2024-08-01 11:16:19.279483,99372549.08,-76.13
5523,2024-08-01 11:16:19.279483,99470588.3,-77.63
5574,2024-08-01 11:16:19.279483,99470588.3,-76.85
5625,2024-08-01 11:16:19.279483,99470588.3,-73.52
5676,2024-08-01 11:16:19.279483,99470588.3,-73.43
5727,2024-08-01 11:16:19.279483,99470588.3,-70.92
5778,2024-08-01 11:16:19.279483,99470588.3,-74.4
5829,2024-08-01 11:16:19.279483,99470588.3,-75.51
5880,2024-08-01 11:16:19.279483,99470588.3,-77.37
5524,2024-08-01 11:16:19.279483,99568627.52,-69.23
5575,2024-08-01 11:16:19.279483,99568627.52,-85.51
5626,2024-08-01 11:16:19.279483,99568627.52,-72.46
5677,2024-08-01 11:16:19.279483,99568627.52,-69.92
5728,2024-08-01 11:16:19.279483,99568627.52,-71.77
5779,2024-08-01 11:16:19.279483,99568627.52,-95.09
5830,2024-08-01 11:16:19.279483,99568627.52,-83.19
5881,2024-08-01 11:16:19.279483,99568627.52,-67.2
5525,2024-08-01 11:16:19.279483,99666666.74,-71.27
5576,2024-08-01 11:16:19.279483,99666666.74,-81.09
5627,2024-08-01 11:16:19.279483,99666666.74,-77.92
5678,2024-08-01 11:16:19.279483,99666666.74,-76.2
5729,2024-08-01 11:16:19.279483,99666666.74,-80.24
5780,2024-08-01 11:16:19.279483,99666666.74,-78.47
5831,2024-08-01 11:16:19.279483,99666666.74,-79.11
5882,2024-08-01 11:16:19.279483,99666666.74,-68.12
5526,2024-08-01 11:16:19.279483,99764705.96,-77.64
5577,2024-08-01 11:16:19.279483,99764705.96,-79.04
5628,2024-08-01 11:16:19.279483,99764705.96,-75.42
5679,2024-08-01 11:16:19.279483,99764705.96,-75.07
5730,2024-08-01 11:16:19.279483,99764705.96,-79.26
5781,2024-08-01 11:16:19.279483,99764705.96,-76.35
5832,2024-08-01 11:16:19.279483,99764705.96,-71.67
5883,2024-08-01 11:16:19.279483,99764705.96,-74.56
5527,2024-08-01 11:16:19.279483,99862745.18,-80.87
5578,2024-08-01 11:16:19.279483,99862745.18,-78.17
5629,2024-08-01 11:16:19.279483,99862745.18,-71.49
5680,2024-08-01 11:16:19.279483,99862745.18,-74.49
5731,2024-08-01 11:16:19.279483,99862745.18,-78.76
5782,2024-08-01 11:16:19.279483,99862745.18,-73.4
5833,2024-08-01 11:16:19.279483,99862745.18,-77.91
5884,2024-08-01 11:16:19.279483,99862745.18,-93.4
5528,2024-08-01 11:16:19.279483,99960784.4,-74.37
5579,2024-08-01 11:16:19.279483,99960784.4,-79.39
5630,2024-08-01 11:16:19.279483,99960784.4,-75.15
5681,2024-08-01 11:16:19.279483,99960784.4,-78.04
5732,2024-08-01 11:16:19.279483,99960784.4,-74.42
5783,2024-08-01 11:16:19.279483,99960784.4,-72.46
5834,2024-08-01 11:16:19.279483,99960784.4,-69.17
5885,2024-08-01 11:16:19.279483,99960784.4,-94.67
5529,2024-08-01 11:16:19.279483,100058823.62,-78.17
5580,2024-08-01 11:16:19.279483,100058823.62,-73.34
5631,2024-08-01 11:16:19.279483,100058823.62,-78.12
5682,2024-08-01 11:16:19.279483,100058823.62,-73.78
5733,2024-08-01 11:16:19.279483,100058823.62,-71.66
5784,2024-08-01 11:16:19.279483,100058823.62,-72.77
5835,2024-08-01 11:16:19.279483,100058823.62,-68.09
5886,2024-08-01 11:16:19.279483,100058823.62,-80.91
5530,2024-08-01 11:16:19.279483,100156862.84,-76.17
5581,2024-08-01 11:16:19.279483,100156862.84,-75.56
5632,2024-08-01 11:16:19.279483,100156862.84,-72.97
5683,2024-08-01 11:16:19.279483,100156862.84,-87.07
5734,2024-08-01 11:16:19.279483,100156862.84,-70.45
5785,2024-08-01 11:16:19.279483,100156862.84,-73.03
5836,2024-08-01 11:16:19.279483,100156862.84,-74.91
5887,2024-08-01 11:16:19.279483,100156862.84,-73.89
5531,2024-08-01 11:16:19.279483,100254902.06,-70.8
5582,2024-08-01 11:16:19.279483,100254902.06,-78.48
5633,2024-08-01 11:16:19.279483,100254902.06,-72.92
5684,2024-08-01 11:16:19.279483,100254902.06,-74.42
5735,2024-08-01 11:16:19.279483,100254902.06,-70.11
5786,2024-08-01 11:16:19.279483,100254902.06,-74.15
5837,2024-08-01 11:16:19.279483,100254902.06,-91.59
5888,2024-08-01 11:16:19.279483,100254902.06,-75.22
5532,2024-08-01 11:16:19.279483,100352941.28,-73.11
5583,2024-08-01 11:16:19.279483,100352941.28,-77.6
5634,2024-08-01 11:16:19.279483,100352941.28,-73.75
5685,2024-08-01 11:16:19.279483,100352941.28,-83.54
5736,2024-08-01 11:16:19.279483,100352941.28,-72.44
5787,2024-08-01 11:16:19.279483,100352941.28,-82.53
5838,2024-08-01 11:16:19.279483,100352941.28,-79.95
5889,2024-08-01 11:16:19.279483,100352941.28,-73.84
5533,2024-08-01 11:16:19.279483,100450980.5,-73.87
5584,2024-08-01 11:16:19.279483,100450980.5,-72.94
5635,2024-08-01 11:16:19.279483,100450980.5,-77.99
5686,2024-08-01 11:16:19.279483,100450980.5,-77.62
5737,2024-08-01 11:16:19.279483,100450980.5,-80.68
5788,2024-08-01 11:16:19.279483,100450980.5,-72.06
5839,2024-08-01 11:16:19.279483,100450980.5,-81.03
5890,2024-08-01 11:16:19.279483,100450980.5,-71.66
5534,2024-08-01 11:16:19.279483,100549019.72,-73.49
5585,2024-08-01 11:16:19.279483,100549019.72,-68.96
5636,2024-08-01 11:16:19.279483,100549019.72,-69.48
5687,2024-08-01 11:16:19.279483,100549019.72,-72.01
5738,2024-08-01 11:16:19.279483,100549019.72,-75.95
5789,2024-08-01 11:16:19.279483,100549019.72,-68.04
5840,2024-08-01 11:16:19.279483,100549019.72,-78.18
5891,2024-08-01 11:16:19.279483,100549019.72,-72.84
5535,2024-08-01 11:16:19.279483,100647058.94,-59.05
5586,2024-08-01 11:16:19.279483,100647058.94,-56.11
5637,2024-08-01 11:16:19.279483,100647058.94,-55.33
5688,2024-08-01 11:16:19.279483,100647058.94,-57.59
5739,2024-08-01 11:16:19.279483,100647058.94,-65.7
5790,2024-08-01 11:16:19.279483,100647058.94,-78.13
5841,2024-08-01 11:16:19.279483,100647058.94,-72.39
5892,2024-08-01 11:16:19.279483,100647058.94,-56.9
5536,2024-08-01 11:16:19.279483,100745098.16,-55.36
5587,2024-08-01 11:16:19.279483,100745098.16,-56.83
5638,2024-08-01 11:16:19.279483,100745098.16,-54.58
5689,2024-08-01 11:16:19.279483,100745098.16,-55.52
5740,2024-08-01 11:16:19.279483,100745098.16,-54.41
5791,2024-08-01 11:16:19.279483,100745098.16,-60.74
5842,2024-08-01 11:16:19.279483,100745098.16,-56.62
5893,2024-08-01 11:16:19.279483,100745098.16,-54.31
5537,2024-08-01 11:16:19.279483,100843137.38,-66.04
5588,2024-08-01 11:16:19.279483,100843137.38,-68.8
5639,2024-08-01 11:16:19.279483,100843137.38,-66.51
5690,2024-08-01 11:16:19.279483,100843137.38,-67.15
5741,2024-08-01 11:16:19.279483,100843137.38,-55.92
5792,2024-08-01 11:16:19.279483,100843137.38,-57.56
5843,2024-08-01 11:16:19.279483,100843137.38,-56.74
5894,2024-08-01 11:16:19.279483,100843137.38,-63.13
5538,2024-08-01 11:16:19.279483,100941176.6,-77.09
5589,2024-08-01 11:16:19.279483,100941176.6,-67.55
5640,2024-08-01 11:16:19.279483,100941176.6,-86.38
5691,2024-08-01 11:16:19.279483,100941176.6,-79.05
5742,2024-08-01 11:16:19.279483,100941176.6,-70.51
5793,2024-08-01 11:16:19.279483,100941176.6,-64.45
5844,2024-08-01 11:16:19.279483,100941176.6,-68.69
5895,2024-08-01 11:16:19.279483,100941176.6,-70.1
5539,2024-08-01 11:16:19.279483,101039215.82,-81.04
5590,2024-08-01 11:16:19.279483,101039215.82,-70.49
5641,2024-08-01 11:16:19.279483,101039215.82,-80.85
5692,2024-08-01 11:16:19.279483,101039215.82,-79.03
5743,2024-08-01 11:16:19.279483,101039215.82,-79.47
5794,2024-08-01 11:16:19.279483,101039215.82,-71.64
5845,2024-08-01 11:16:19.279483,101039215.82,-69.53
5896,2024-08-01 11:16:19.279483,101039215.82,-69.84
5540,2024-08-01 11:16:19.279483,101137255.04,-67.53
5591,2024-08-01 11:16:19.279483,101137255.04,-61.05
5642,2024-08-01 11:16:19.279483,101137255.04,-64.93
5693,2024-08-01 11:16:19.279483,101137255.04,-62.7
5744,2024-08-01 11:16:19.279483,101137255.04,-68.87
5795,2024-08-01 11:16:19.279483,101137255.04,-59.94
5846,2024-08-01 11:16:19.279483,101137255.04,-75.12
5897,2024-08-01 11:16:19.279483,101137255.04,-64.76
5541,2024-08-01 11:16:19.279483,101235294.26,-57.48
5592,2024-08-01 11:16:19.279483,101235294.26,-58.36
5643,2024-08-01 11:16:19.279483,101235294.26,-62.11
5694,2024-08-01 11:16:19.279483,101235294.26,-56.99
5745,2024-08-01 11:16:19.279483,101235294.26,-59.17
5796,2024-08-01 11:16:19.279483,101235294.26,-56.43
5847,2024-08-01 11:16:19.279483,101235294.26,-60.38
5898,2024-08-01 11:16:19.279483,101235294.26,-57.84
5542,2024-08-01 11:16:19.279483,101333333.48,-59.75
5593,2024-08-01 11:16:19.279483,101333333.48,-66.97
5644,2024-08-01 11:16:19.279483,101333333.48,-70.48
5695,2024-08-01 11:16:19.279483,101333333.48,-62.35
5746,2024-08-01 11:16:19.279483,101333333.48,-58.01
5797,2024-08-01 11:16:19.279483,101333333.48,-63.6
5848,2024-08-01 11:16:19.279483,101333333.48,-61.16
5899,2024-08-01 11:16:19.279483,101333333.48,-60.87
5543,2024-08-01 11:16:19.279483,101431372.7,-72.98
5594,2024-08-01 11:16:19.279483,101431372.7,-75.43
5645,2024-08-01 11:16:19.279483,101431372.7,-94.73
5696,2024-08-01 11:16:19.279483,101431372.7,-81.95
5747,2024-08-01 11:16:19.279483,101431372.7,-68.03
5798,2024-08-01 11:16:19.279483,101431372.7,-77.46
5849,2024-08-01 11:16:19.279483,101431372.7,-75.06
5900,2024-08-01 11:16:19.279483,101431372.7,-67.15
5544,2024-08-01 11:16:19.279483,101529411.92,-70.73
5595,2024-08-01 11:16:19.279483,101529411.92,-86.88
5646,2024-08-01 11:16:19.279483,101529411.92,-67.87
5697,2024-08-01 11:16:19.279483,101529411.92,-70.68
5748,2024-08-01 11:16:19.279483,101529411.92,-70.73
5799,2024-08-01 11:16:19.279483,101529411.92,-72.87
5850,2024-08-01 11:16:19.279483,101529411.92,-74.01
5901,2024-08-01 11:16:19.279483,101529411.92,-78.69
5545,2024-08-01 11:16:19.279483,101627451.14,-73.44
5596,2024-08-01 11:16:19.279483,101627451.14,-73.23
5647,2024-08-01 11:16:19.279483,101627451.14,-63.03
5698,2024-08-01 11:16:19.279483,101627451.14,-65.67
5749,2024-08-01 11:16:19.279483,101627451.14,-66.44
5800,2024-08-01 11:16:19.279483,101627451.14,-65.88
5851,2024-08-01 11:16:19.279483,101627451.14,-68.25
5902,2024-08-01 11:16:19.279483,101627451.14,-65.48
5546,2024-08-01 11:16:19.279483,101725490.36,-74.61
5597,2024-08-01 11:16:19.279483,101725490.36,-75.12
5648,2024-08-01 11:16:19.279483,101725490.36,-67.35
5699,2024-08-01 11:16:19.279483,101725490.36,-66.03
5750,2024-08-01 11:16:19.279483,101725490.36,-70.67
5801,2024-08-01 11:16:19.279483,101725490.36,-67.81
5852,2024-08-01 11:16:19.279483,101725490.36,-70.18
5903,2024-08-01 11:16:19.279483,101725490.36,-65.29
5547,2024-08-01 11:16:19.279483,101823529.58,-78.36
5598,2024-08-01 11:16:19.279483,101823529.58,-68.15
5649,2024-08-01 11:16:19.279483,101823529.58,-78.11
5700,2024-08-01 11:16:19.279483,101823529.58,-72.25
5751,2024-08-01 11:16:19.279483,101823529.58,-74.81
5802,2024-08-01 11:16:19.279483,101823529.58,-79.14
5853,2024-08-01 11:16:19.279483,101823529.58,-76.23
5904,2024-08-01 11:16:19.279483,101823529.58,-79.51
5548,2024-08-01 11:16:19.279483,101921568.8,-74.24
5599,2024-08-01 11:16:19.279483,101921568.8,-66.41
5650,2024-08-01 11:16:19.279483,101921568.8,-67.53
5701,2024-08-01 11:16:19.279483,101921568.8,-74.0
5752,2024-08-01 11:16:19.279483,101921568.8,-72.13
5803,2024-08-01 11:16:19.279483,101921568.8,-75.46
5854,2024-08-01 11:16:19.279483,101921568.8,-65.38
5905,2024-08-01 11:16:19.279483,101921568.8,-73.97
5549,2024-08-01 11:16:19.279483,102019608.02,-62.85
5600,2024-08-01 11:16:19.279483,102019608.02,-60.19
5651,2024-08-01 11:16:19.279483,102019608.02,-61.77
5702,2024-08-01 11:16:19.279483,102019608.02,-65.54
5753,2024-08-01 11:16:19.279483,102019608.02,-62.04
5804,2024-08-01 11:16:19.279483,102019608.02,-62.45
5855,2024-08-01 11:16:19.279483,102019608.02,-60.6
5906,2024-08-01 11:16:19.279483,102019608.02,-68.49
5550,2024-08-01 11:16:19.279483,102117647.24,-65.0
5601,2024-08-01 11:16:19.279483,102117647.24,-62.68
5652,2024-08-01 11:16:19.279483,102117647.24,-67.61
5703,2024-08-01 11:16:19.279483,102117647.24,-60.91
5754,2024-08-01 11:16:19.279483,102117647.24,-64.8
5805,2024-08-01 11:16:19.279483,102117647.24,-65.31
5856,2024-08-01 11:16:19.279483,102117647.24,-66.06
5907,2024-08-01 11:16:19.279483,102117647.24,-62.66
5551,2024-08-01 11:16:19.279483,102215686.46,-76.84
5602,2024-08-01 11:16:19.279483,102215686.46,-73.04
5653,2024-08-01 11:16:19.279483,102215686.46,-68.77
5704,2024-08-01 11:16:19.279483,102215686.46,-66.12
5755,2024-08-01 11:16:19.279483,102215686.46,-71.07
5806,2024-08-01 11:16:19.279483,102215686.46,-81.22
5857,2024-08-01 11:16:19.279483,102215686.46,-69.39
5908,2024-08-01 11:16:19.279483,102215686.46,-68.0
5552,2024-08-01 11:16:19.279483,102313725.68,-68.56
5603,2024-08-01 11:16:19.279483,102313725.68,-77.57
5654,2024-08-01 11:16:19.279483,102313725.68,-72.74
5705,2024-08-01 11:16:19.279483,102313725.68,-87.04
5756,2024-08-01 11:16:19.279483,102313725.68,-67.38
5807,2024-08-01 11:16:19.279483,102313725.68,-76.18
5858,2024-08-01 11:16:19.279483,102313725.68,-63.91
5909,2024-08-01 11:16:19.279483,102313725.68,-80.51
5553,2024-08-01 11:16:19.279483,102411764.9,-69.43
5604,2024-08-01 11:16:19.279483,102411764.9,-77.79
5655,2024-08-01 11:16:19.279483,102411764.9,-73.84
5706,2024-08-01 11:16:19.279483,102411764.9,-84.19
5757,2024-08-01 11:16:19.279483,102411764.9,-73.87
5808,2024-08-01 11:16:19.279483,102411764.9,-76.7
5859,2024-08-01 11:16:19.279483,102411764.9,-67.7
5910,2024-08-01 11:16:19.279483,102411764.9,-89.07
5554,2024-08-01 11:16:19.279483,102509804.12,-71.33
5605,2024-08-01 11:16:19.279483,102509804.12,-73.63
5656,2024-08-01 11:16:19.279483,102509804.12,-77.04
5707,2024-08-01 11:16:19.279483,102509804.12,-85.73
5758,2024-08-01 11:16:19.279483,102509804.12,-75.55
5809,2024-08-01 11:16:19.279483,102509804.12,-75.68
5860,2024-08-01 11:16:19.279483,102509804.12,-72.27
5911,2024-08-01 11:16:19.279483,102509804.12,-75.14
5555,2024-08-01 11:16:19.279483,102607843.34,-76.24
5606,2024-08-01 11:16:19.279483,102607843.34,-74.49
5657,2024-08-01 11:16:19.279483,102607843.34,-79.51
5708,2024-08-01 11:16:19.279483,102607843.34,-76.46
5759,2024-08-01 11:16:19.279483,102607843.34,-80.09
5810,2024-08-01 11:16:19.279483,102607843.34,-73.82
5861,2024-08-01 11:16:19.279483,102607843.34,-71.52
5912,2024-08-01 11:16:19.279483,102607843.34,-77.7
5556,2024-08-01 11:16:19.279483,102705882.56,-74.93
5607,2024-08-01 11:16:19.279483,102705882.56,-74.31
5658,2024-08-01 11:16:19.279483,102705882.56,-76.42
5709,2024-08-01 11:16:19.279483,102705882.56,-72.02
5760,2024-08-01 11:16:19.279483,102705882.56,-72.25
5811,2024-08-01 11:16:19.279483,102705882.56,-75.09
5862,2024-08-01 11:16:19.279483,102705882.56,-72.02
5913,2024-08-01 11:16:19.279483,102705882.56,-73.73
5557,2024-08-01 11:16:19.279483,102803921.78,-69.9
5608,2024-08-01 11:16:19.279483,102803921.78,-70.54
5659,2024-08-01 11:16:19.279483,102803921.78,-73.66
5710,2024-08-01 11:16:19.279483,102803921.78,-80.61
5761,2024-08-01 11:16:19.279483,102803921.78,-74.78
5812,2024-08-01 11:16:19.279483,102803921.78,-76.1
5863,2024-08-01 11:16:19.279483,102803921.78,-67.22
5914,2024-08-01 11:16:19.279483,102803921.78,-69.28
5558,2024-08-01 11:16:19.279483,102901961.0,-74.97
5609,2024-08-01 11:16:19.279483,102901961.0,-68.17
5660,2024-08-01 11:16:19.279483,102901961.0,-75.08
5711,2024-08-01 11:16:19.279483,102901961.0,-70.4
5762,2024-08-01 11:16:19.279483,102901961.0,-83.68
5813,2024-08-01 11:16:19.279483,102901961.0,-79.19
5864,2024-08-01 11:16:19.279483,102901961.0,-68.96
5915,2024-08-01 11:16:19.279483,102901961.0,-73.95
8058,2024-08-01 11:16:19.279483,103000000.0,-74.71
8109,2024-08-01 11:16:19.279483,103000000.0,-76.52
8160,2024-08-01 11:16:19.279483,103000000.0,-72.8
8211,2024-08-01 11:16:19.279483,103000000.0,-75.14
8262,2024-08-01 11:16:19.279483,103000000.0,-73.34
8313,2024-08-01 11:16:19.279483,103000000.0,-79.32
8364,2024-08-01 11:16:19.279483,103000000.0,-73.7
8415,2024-08-01 11:16:19.279483,103000000.0,-77.3
8059,2024-08-01 11:16:19.279483,103098039.22,-76.44
8110,2024-08-01 11:16:19.279483,103098039.22,-70.28
8161,2024-08-01 11:16:19.279483,103098039.22,-85.08
8212,2024-08-01 11:16:19.279483,103098039.22,-82.18
8263,2024-08-01 11:16:19.279483,103098039.22,-78.6
8314,2024-08-01 11:16:19.279483,103098039.22,-71.33
8365,2024-08-01 11:16:19.279483,103098039.22,-68.67
8416,2024-08-01 11:16:19.279483,103098039.22,-74.54
8060,2024-08-01 11:16:19.279483,103196078.44,-73.44
8111,2024-08-01 11:16:19.279483,103196078.44,-68.91
8162,2024-08-01 11:16:19.279483,103196078.44,-69.65
8213,2024-08-01 11:16:19.279483,103196078.44,-74.86
8264,2024-08-01 11:16:19.279483,103196078.44,-74.88
8315,2024-08-01 11:16:19.279483,103196078.44,-68.32
8366,2024-08-01 11:16:19.279483,103196078.44,-66.15
8417,2024-08-01 11:16:19.279483,103196078.44,-68.99
8061,2024-08-01 11:16:19.279483,103294117.66,-87.8
8112,2024-08-01 11:16:19.279483,103294117.66,-78.37
8163,2024-08-01 11:16:19.279483,103294117.66,-80.2
8214,2024-08-01 11:16:19.279483,103294117.66,-73.65
8265,2024-08-01 11:16:19.279483,103294117.66,-105.84
8316,2024-08-01 11:16:19.279483,103294117.66,-72.17
8367,2024-08-01 11:16:19.279483,103294117.66,-67.97
8418,2024-08-01 11:16:19.279483,103294117.66,-71.27
8062,2024-08-01 11:16:19.279483,103392156.88,-72.36
8113,2024-08-01 11:16:19.279483,103392156.88,-71.54
8164,2024-08-01 11:16:19.279483,103392156.88,-77.53
8215,2024-08-01 11:16:19.279483,103392156.88,-80.37
8266,2024-08-01 11:16:19.279483,103392156.88,-75.43
8317,2024-08-01 11:16:19.279483,103392156.88,-74.82
8368,2024-08-01 11:16:19.279483,103392156.88,-72.67
8419,2024-08-01 11:16:19.279483,103392156.88,-73.91
8063,2024-08-01 11:16:19.279483,103490196.1,-72.74
8114,2024-08-01 11:16:19.279483,103490196.1,-74.49
8165,2024-08-01 11:16:19.279483,103490196.1,-79.59
8216,2024-08-01 11:16:19.279483,103490196.1,-78.46
8267,2024-08-01 11:16:19.279483,103490196.1,-71.23
8318,2024-08-01 11:16:19.279483,103490196.1,-94.67
8369,2024-08-01 11:16:19.279483,103490196.1,-88.08
8420,2024-08-01 11:16:19.279483,103490196.1,-77.8
8064,2024-08-01 11:16:19.279483,103588235.32,-81.25
8115,2024-08-01 11:16:19.279483,103588235.32,-89.15
8166,2024-08-01 11:16:19.279483,103588235.32,-75.74
8217,2024-08-01 11:16:19.279483,103588235.32,-79.86
8268,2024-08-01 11:16:19.279483,103588235.32,-70.95
8319,2024-08-01 11:16:19.279483,103588235.32,-75.2
8370,2024-08-01 11:16:19.279483,103588235.32,-73.91
8421,2024-08-01 11:16:19.279483,103588235.32,-73.36
8065,2024-08-01 11:16:19.279483,103686274.54,-82.48
8116,2024-08-01 11:16:19.279483,103686274.54,-80.64
8167,2024-08-01 11:16:19.279483,103686274.54,-80.26
8218,2024-08-01 11:16:19.279483,103686274.54,-79.33
8269,2024-08-01 11:16:19.279483,103686274.54,-76.17
8320,2024-08-01 11:16:19.279483,103686274.54,-84.19
8371,2024-08-01 11:16:19.279483,103686274.54,-69.12
8422,2024-08-01 11:16:19.279483,103686274.54,-77.96
8066,2024-08-01 11:16:19.279483,103784313.76,-62.47
8117,2024-08-01 11:16:19.279483,103784313.76,-62.6
8168,2024-08-01 11:16:19.279483,103784313.76,-63.53
8219,2024-08-01 11:16:19.279483,103784313.76,-62.12
8270,2024-08-01 11:16:19.279483,103784313.76,-63.61
8321,2024-08-01 11:16:19.279483,103784313.76,-62.0
8372,2024-08-01 11:16:19.279483,103784313.76,-63.31
8423,2024-08-01 11:16:19.279483,103784313.76,-60.11
8067,2024-08-01 11:16:19.279483,103882352.98,-59.2
8118,2024-08-01 11:16:19.279483,103882352.98,-58.95
8169,2024-08-01 11:16:19.279483,103882352.98,-60.6
8220,2024-08-01 11:16:19.279483,103882352.98,-59.59
8271,2024-08-01 11:16:19.279483,103882352.98,-61.08
8322,2024-08-01 11:16:19.279483,103882352.98,-61.34
8373,2024-08-01 11:16:19.279483,103882352.98,-61.75
8424,2024-08-01 11:16:19.279483,103882352.98,-59.82
8068,2024-08-01 11:16:19.279483,103980392.2,-68.2
8119,2024-08-01 11:16:19.279483,103980392.2,-66.67
8170,2024-08-01 11:16:19.279483,103980392.2,-66.6
8221,2024-08-01 11:16:19.279483,103980392.2,-68.49
8272,2024-08-01 11:16:19.279483,103980392.2,-75.42
8323,2024-08-01 11:16:19.279483,103980392.2,-69.18
8374,2024-08-01 11:16:19.279483,103980392.2,-77.56
8425,2024-08-01 11:16:19.279483,103980392.2,-70.92
8069,2024-08-01 11:16:19.279483,104078431.42,-85.84
8120,2024-08-01 11:16:19.279483,104078431.42,-71.51
8171,2024-08-01 11:16:19.279483,104078431.42,-73.75
8222,2024-08-01 11:16:19.279483,104078431.42,-77.9
8273,2024-08-01 11:16:19.279483,104078431.42,-76.07
8324,2024-08-01 11:16:19.279483,104078431.42,-70.02
8375,2024-08-01 11:16:19.279483,104078431.42,-75.3
8426,2024-08-01 11:16:19.279483,104078431.42,-79.09
8070,2024-08-01 11:16:19.279483,104176470.64,-82.08
8121,2024-08-01 11:16:19.279483,104176470.64,-71.86
8172,2024-08-01 11:16:19.279483,104176470.64,-76.84
8223,2024-08-01 11:16:19.279483,104176470.64,-69.56
8274,2024-08-01 11:16:19.279483,104176470.64,-69.64
8325,2024-08-01 11:16:19.279483,104176470.64,-70.26
8376,2024-08-01 11:16:19.279483,104176470.64,-74.09
8427,2024-08-01 11:16:19.279483,104176470.64,-71.29
8071,2024-08-01 11:16:19.279483,104274509.86,-70.93
8122,2024-08-01 11:16:19.279483,104274509.86,-69.84
8173,2024-08-01 11:16:19.279483,104274509.86,-71.31
